transcript,ticker,event_date,sentiment_index,close_before,close_after,close_before_date,close_after_date,price_change_pct,price_up,benchmark_return,abnormal_return,CAR
TSLA_2020_Q4_20220127,TSLA,2022-01-27,0.7405960291273527,312.4700012207031,282.1166687011719,2022-01-26,2022-01-28,-0.09713998912200263,0,0.018832468238478596,-0.11597245736048123,0.25265228886155994
TSLA_2021_Q1_20210426,TSLA,2021-04-26,0.3440987312253166,243.13333129882812,234.913330078125,2021-04-23,2021-04-27,-0.03380861511990785,0,0.001566992034096999,-0.03537560715400485,0.2172766817075551
TSLA_2021_Q2_20210726,TSLA,2021-07-26,0.0,214.4600067138672,214.92666625976562,2021-07-23,2021-07-27,0.002175974686604646,1,-0.0023414709298348953,0.004517445616439542,0.22179412732399464
TSLA_2021_Q3_20211020,TSLA,2021-10-20,0.42571472998167703,288.0899963378906,298.0,2021-10-19,2021-10-21,0.03439898569225667,1,0.006670878617385403,0.027728107074871264,0.2495222343988659
TSLA_2021_Q4_20220126,TSLA,2022-01-26,0.4933567558740752,306.1333312988281,276.3666687011719,2022-01-25,2022-01-27,-0.09723430791206432,0,-0.006872666585220147,-0.09036164132684417,0.15916059307202174
TSLA_2022_Q1_20220420,TSLA,2022-04-20,0.4725890744669094,342.7166748046875,336.260009765625,2022-04-19,2022-04-21,-0.018839658276744546,0,-0.015362299239074319,-0.0034773590376702274,0.15568323403435153
TSLA_2022_Q2_20220720,TSLA,2022-07-20,0.28537908966061504,245.52999877929688,271.7066650390625,2022-07-19,2022-07-21,0.10661290428830827,1,0.015815319644753304,0.09079758464355497,0.2464808186779065
TSLA_2022_Q3_20221019,TSLA,2022-10-19,0.4492665620303472,220.19000244140625,207.27999877929688,2022-10-18,2022-10-20,-0.05863119814236251,0,-0.01456995775688162,-0.04406124038548089,0.2024195782924256
TSLA_2022_Q4_20230125,TSLA,2023-01-25,0.48736506477290903,143.88999938964844,160.27000427246094,2023-01-24,2023-01-26,0.11383699320517816,1,0.010824128006888778,0.10301286519828938,0.30543244349071497
TSLA_2023_Q1_20230419,TSLA,2023-04-19,0.5699711112352908,184.30999755859375,162.99000549316406,2023-04-18,2023-04-20,-0.11567463701285047,0,-0.006036308577072228,-0.10963832843577824,0.1957941150549367
TSLA_2023_Q2_20230719,TSLA,2023-07-19,0.6111309369245926,293.3399963378906,262.8999938964844,2023-07-18,2023-07-20,-0.10377037847352807,0,-0.004414918038603653,-0.09935546043492442,0.09643865462001229
TSLA_2023_Q3_20231018,TSLA,2023-10-18,0.2597550978058076,254.85000610351562,220.11000061035156,2023-10-17,2023-10-19,-0.13631549798375628,0,-0.02176900005962274,-0.11454649792413354,-0.018107843304121254
TSLA_2023_Q4_20240124,TSLA,2024-01-24,0.6345027560162301,209.13999938964844,182.6300048828125,2024-01-23,2024-01-25,-0.12675717024099825,0,0.00607656497971785,-0.1328337352207161,-0.15094157852483736
TSLA_2024_Q1_20240423,TSLA,2024-04-23,0.8393326088420349,142.0500030517578,162.1300048828125,2024-04-22,2024-04-24,0.14135868637565796,1,0.012180134907353151,0.12917855146830481,-0.021763027056532547
TSLA_2024_Q2_20240723,TSLA,2024-07-23,0.613173660152232,251.50999450683594,215.99000549316406,2024-07-22,2024-07-24,-0.14122694838954583,0,-0.024671127681575637,-0.11655582070797019,-0.13831884776450273
TSLA_2024_Q3_20241023,TSLA,2024-10-23,0.5751130029646939,217.97000122070312,260.4800109863281,2024-10-22,2024-10-24,0.19502688226616083,1,-0.007065273901304637,0.20209215616746545,0.06377330840296272
TSLA_2024_Q4_20250129,TSLA,2025-01-29,0.2073489897023805,398.0899963378906,400.2799987792969,2025-01-28,2025-01-30,0.005501274740768469,1,0.0005718355308952936,0.004929439209873175,0.0687027476128359
